"id","pca1","pca2","k_means"
"607",-0.170941877659867,-1.10436148275536,2
"608",1.42343269230061,-1.02981122229062,2
"609",-0.16463010359592,0.361745153588186,2
"610",-1.87900356527302,-2.27351622901184,1
"611",-2.14483011623214,-0.63070503927329,1
"612",-0.99384907084486,-0.267063808355957,1
"613",1.96855974537902,0.407997123355861,2
"614",0.0963435640093478,-0.512742265551259,2
"615",-1.13331896536166,1.75773701479705,1
"616",-1.51366638096778,-0.639723023228287,1
"617",1.58282824111872,-0.124880122163967,2
"618",0.985261423893874,-1.20648057147515,2
"619",1.147019815106,-1.32993746356324,2
"620",-0.808701702899595,-2.03303755003201,1
"621",-0.721750873200018,-0.344369432677313,1
"622",1.87677505744396,1.49399658342276,2
"623",0.811929574909565,-0.188345311634184,2
"624",-1.8219746197684,-1.59765339961141,1
"625",-2.49854368340475,2.47434875189262,1
"626",0.400171414891392,-0.796179016221986,1
"627",-0.0800825009869396,-0.782561720715975,2
"628",-0.242481535122279,-0.619565262039364,1
"629",0.239426156207744,-0.807896719998599,2
"630",-0.291922947272332,0.282469264619393,1
"631",0.443483654953573,-1.54282804642053,1
"632",1.31053604769292,0.19612483845213,2
"633",-0.870357663279822,1.10860549570473,2
"634",2.19158505238835,-0.0165767715025178,2
"635",1.23172706568849,-0.0288385188749625,2
"636",0.58602175192791,-0.948703809053152,2
"637",0.297405807042662,0.567596383523358,2
"638",2.05250423687535,0.413791273034054,2
"639",-0.570650879118312,-0.834652362474461,1
"640",1.54497885579742,-0.0629680946556862,2
"641",0.74632590904248,-2.1536151171006,2
"642",-2.44000429107781,-1.39952419839817,1
"643",1.70177721665948,-1.86718908227128,2
"644",0.141274593488236,0.161534251385688,2
"645",-0.115410115474326,-1.94684298136321,2
"646",0.949760627679655,0.478084656509729,2
"647",-1.58688168762972,-0.0345470963951265,1
"648",0.61669387935415,0.173507958769445,2
"649",-0.915864294516471,0.0270055955624449,1
"650",0.144818490224259,0.363393582647988,2
"651",0.943968873804097,-1.25257737304355,2
"652",-0.315065004079279,0.830868634903317,1
"653",-0.262102403222191,-2.05264599373121,2
"654",-0.348702015865138,-0.183235899219181,2
"655",-1.62309776085045,-0.0104469905521785,1
"656",-1.30269318492748,0.748957234589834,1
"657",-0.773026860516724,0.750553956147858,2
"658",0.137662842226765,0.854642428806381,2
"659",0.676757259363707,0.849354581109087,2
"660",-3.93698977497644,2.27913755946265,1
"661",0.176495568717341,-0.597556241211143,2
"662",2.10322923581022,-0.66143692276232,2
"663",2.17598186809901,-0.445616075203808,2
"664",0.455712428683273,1.70262568360892,2
"665",-3.5838383166926,1.52930436726375,1
"666",-1.8274061192384,-0.249419840149301,1
"667",-2.4395133192207,0.504103959906142,1
"668",0.06765886865609,-1.26656515330673,2
"669",0.22766853252515,-0.885605562379264,2
"670",-0.871945328374698,-1.05619684315852,1
"671",-0.393992807864048,-2.24109634138669,1
"672",-0.20007395561225,-1.00698935174594,2
"673",1.80307839050479,-0.348974204989212,2
"674",-2.0214653860657,1.27545444284085,1
"675",1.29075012753343,-0.129038491803915,2
"676",-2.08938108960882,-0.565561399897785,1
"677",-2.15640286072725,-1.31047502772587,1
"678",2.59453203967163,0.217062583007646,2
"679",1.61258039589531,-0.0855954739342991,2
"680",0.662784750803801,-0.883653048613873,1
"681",-0.594037864900516,-0.683326829175016,1
"682",1.2653957781124,-0.167702259819475,2
"683",-1.65393704803375,1.56696280092314,1
"684",3.56438746535766,1.08434882478428,2
"685",1.05404691738754,-0.141682379036391,2
"686",-1.10296997866003,1.06348990060846,1
"687",-0.616149868652196,-1.31312616078873,1
"688",-0.598142714375832,0.970051269994398,1
"689",0.917057307725041,-0.651904857006477,2
"690",0.97240920279135,-1.75430749210429,2
"691",0.378784606367343,-1.93535952202497,2
"692",-1.80990108864965,-0.415623815647648,1
"693",-0.358912688337896,1.14779220202992,1
"694",0.977870710797589,1.32110411966999,2
"695",1.26302168348847,1.82089822286184,2
"696",1.08791709014687,-1.19968222746198,2
"697",0.842048006273196,-0.247504159441282,2
"698",-0.196830399275826,0.215116824131312,2
"699",1.94613413330749,0.669553545242477,2
"700",0.133644563448638,-1.46315786519066,2
"701",-3.23475957612921,0.753994390377093,1
"702",-1.33031033266633,-0.70891551047051,1
"703",1.79308899305877,0.965969721304361,2
"704",0.626998242459314,0.126926643606155,2
"705",-1.23311084609056,-1.80553218880173,1
"706",0.941068424717957,0.544493518480784,2
"707",0.945606673547817,0.441501466792756,2
"708",0.58953451226555,-0.701592383134249,2
"709",0.154385764475206,-1.15254716412825,1
"710",4.06934227532514,1.83589215977833,2
"711",1.2378616963347,-1.75076701283264,2
"712",-0.894556000164499,-0.441107362697746,1
"713",2.43108244315004,1.00443807392465,2
"714",2.22195491053506,1.55524034623085,2
"715",-0.194529758851954,-1.13070542642236,2
"716",-0.243329519244528,-0.875668759667158,1
"717",1.89061337989378,-0.83851992817771,2
"718",2.37380623061271,-0.160255335888536,2
"719",-0.323395654316835,0.180343008304554,1
"720",1.51256644011701,-2.06520974362527,2
"721",1.87483792770239,-0.746592764430039,2
"722",-1.1758379081767,-1.38117835024181,1
"723",-1.05034451668085,-1.53246664118203,1
"724",2.53967713417254,-0.286483637116579,2
"725",1.74319982747535,-0.404853794369996,2
"726",-0.614270775435042,-1.77344256362721,1
"727",1.36794656520657,0.243062381874078,2
"728",-0.499490333018567,0.650747631565112,2
"846",0.329054877922255,-0.923115347464333,2
"729",-0.655915910222167,-0.0647461318540566,1
"730",-3.30894778223623,-1.17412393377656,1
"731",-0.94425406945859,-1.63614729279347,1
"732",0.737829227396677,0.310183642056957,2
"733",1.40731229150962,0.260314560464952,2
"734",0.388633346934155,-0.525836892077861,2
"735",0.955527187645931,-0.794951574551023,2
"736",-0.973180823267697,1.01809414429378,2
"737",1.87845473855005,0.0369163574732028,2
"738",-2.37418841408018,-0.228123187948452,1
"739",0.0107015830814115,-0.959711867484641,1
"740",1.7892312545903,0.748878884924467,2
"741",1.11771036020232,0.473372044921097,2
"742",1.23515223937932,-0.00602681770815516,2
"743",1.86487790159881,-0.518368889028333,2
"744",-4.33890020558581,2.87384719106426,1
"745",0.444147928156827,-1.98152642842564,2
"746",-0.778603414323842,0.835573110241755,2
"747",1.14627144510441,-1.59165630846157,2
"748",-2.92706003310864,1.25891437620882,1
"749",0.184320328057813,0.0358865428913534,2
"750",1.99127321019555,0.631167102887882,2
"751",1.08494939370794,0.356434104497166,2
"752",1.22854243028012,-0.414680110932096,2
"753",-0.783281672876736,0.259886530531539,2
"754",0.756317305445454,1.50645563030642,2
"755",0.934846224325559,1.63438543160487,2
"756",1.4519875810243,0.784853986038943,2
"757",1.28414091265006,-0.29960758541982,2
"758",-0.874269965030125,0.183186217905821,1
"759",-0.181277812137671,-0.671982592384061,1
"760",0.789454315286224,-1.13997834858446,2
"761",0.122687507096179,-1.63949806707071,2
"762",-0.0114354248977455,0.518471316811331,2
"763",-0.492965432036032,-1.52101734671276,2
"764",-1.46321996823079,1.60095643374383,1
"765",0.831354376003176,-0.166635264381522,2
"766",2.27172208203305,0.0293460056369246,2
"767",-0.804263115974196,0.460497126301103,2
"768",-0.272307400383619,-0.301330003486674,2
"769",0.479737789805415,0.710108763377228,2
"770",-2.20832331154127,-2.37890605675046,1
"771",0.331540127026328,-1.99766885067626,2
"772",-0.712505238113514,-0.0881884791193924,1
"773",-0.142767744476256,1.09777175124292,2
"774",1.14862402676204,-0.781085629912583,2
"775",1.29233219389194,-0.503114481412655,2
"776",1.32554987058672,-1.52184690632274,2
"777",2.87333340712419,1.06247766311199,2
"778",-0.653557313033831,-1.04601861825643,2
"779",0.679108768311695,-1.05085280026431,2
"780",2.34290092935224,-0.3426648004017,2
"781",0.105541388525467,-1.46297868697501,2
"782",1.89353633049997,1.41035833780168,2
"783",-0.546238000167966,0.648879581609943,2
"784",-1.02983032806192,-1.55908257497504,1
"785",0.634576850710239,-2.02643690021817,2
"786",-0.531572979965981,0.227938722896547,1
"787",0.702561215418966,-0.494262776278463,2
"788",1.94476063283219,0.295148638208138,2
"789",1.33902532294779,0.885285324778744,2
"790",0.695251401645482,0.594278464897352,2
"791",-1.02298014031121,0.949236653362131,1
"792",-0.780474379114156,-0.833998578662823,2
"793",-2.64577945823339,0.788274788488486,1
"794",0.973173946917376,-1.40626625702083,2
"795",0.973079133145132,-0.520868707497671,2
"796",0.148397415209283,-0.988891197381708,2
"797",1.21047852583516,-0.568747314180329,2
"798",0.301123900788768,0.75439373792741,2
"799",-2.04735301435204,-0.0474659522906555,1
"800",-0.572052341039657,-0.990113163178103,1
"801",2.03342506436565,0.0595615245018208,2
"802",0.297224087283851,-0.520299902643388,1
"803",1.8640958195633,-2.39220836553938,2
"804",1.38970366112063,-0.728817626676867,2
"805",-0.146041760027743,0.381936180183365,2
"806",1.86767661229266,-0.686085508749257,2
"807",-0.0120879663269589,-1.48261764274261,2
"808",1.42883655601121,-0.287224608775282,2
"809",-1.18600056106102,0.191010088452759,1
"810",1.53981727897473,-0.777835726522257,2
"811",0.613844132130698,-0.0847269651913759,2
"812",0.228592442395711,-1.41345000803061,2
