"id","public_relations"
"198",0.0506329113924051
"199",0
"2",0.105263157894737
"20",0.142857142857143
"200",0.189189189189189
"201",0.147368421052632
"202",0.108108108108108
"203",0.05
"204",0.0833333333333333
"205",0.243243243243243
"206",0.0833333333333333
"207",0.209677419354839
"208",0.104
"209",0.123456790123457
"21",0
"210",0.0930232558139535
"211",0.260869565217391
"212",0.0695652173913043
"213",0.215909090909091
"214",0
"215",0.256410256410256
"216",0.470198675496689
"217",0
"218",0.398692810457516
"219",0.0216216216216216
"22",0.504424778761062
"220",0.0828025477707006
"221",0.133333333333333
"222",0
"223",0
"224",0.2
"225",0.283582089552239
"226",0.144329896907216
"227",0.0512820512820513
"228",0.173913043478261
"229",0
"23",0.102564102564103
"230",0.0408163265306122
"231",0
"232",0.281437125748503
"233",0.106666666666667
"234",0.397058823529412
"235",0.297297297297297
"236",0
"237",0.0983606557377049
"238",0.391891891891892
"239",0.00704225352112676
"24",0.16260162601626
"240",0.209150326797386
"241",0.438202247191011
"242",0
"243",0
"244",0.102040816326531
"245",0.264705882352941
"246",0.392156862745098
"247",0.270833333333333
"248",0.3125
"249",0.162162162162162
"25",0.276243093922652
"250",0.0654205607476635
"251",0.274509803921569
"252",0.25
"253",0
"254",0.0628930817610063
"255",0
"256",0.25
"257",0.206896551724138
"258",0.298850574712644
"259",0.17
"26",0.2
"260",0.248062015503876
"261",0.260416666666667
"262",0.404761904761905
"263",0
"264",0.135922330097087
"265",0.2
"266",0.140625
"267",0.275
"268",0.0449438202247191
"269",0.348993288590604
"27",0.233333333333333
"270",0
"271",0.172839506172839
"272",0.0909090909090909
"273",0.0597014925373134
"274",0.109243697478992
"275",0.0650406504065041
"276",0.137931034482759
"277",0.185185185185185
"278",0
"279",0.458015267175573
"28",0.444444444444444
"280",0.525252525252525
"281",0
"282",0.0952380952380952
"283",0
"284",0.20125786163522
"285",0
"286",0.0672268907563025
"287",0
"288",0.0493827160493827
"289",0
"29",0
"290",0.108433734939759
"291",0
"292",0.0375
"293",0.1
"294",0.0869565217391304
"295",0.0851063829787234
"296",0.351851851851852
"297",0.182481751824818
"298",0.130081300813008
"299",0
"3",0
"30",0.16260162601626
"300",0
"301",0.170212765957447
"302",0.151162790697674
"303",0
"304",0.177631578947368
"305",0.333333333333333
"306",0
"307",0.202898550724638
"308",0.125
"309",0
"31",0.477272727272727
"310",0
"311",0.107142857142857
"312",0.0434782608695652
"313",0.0404040404040404
"314",0
"315",0
"316",0
"317",0.075
"318",0.120300751879699
"319",0.0454545454545455
"32",0.2
"320",0
"321",0.47887323943662
"322",0.082089552238806
"323",0.105960264900662
"324",0.0666666666666667
"325",0.404761904761905
"326",0.2625
"327",0
"328",0.111111111111111
"329",0
"33",0.0392156862745098
"330",0
"331",0.0993788819875776
"332",0.567567567567568
"333",0.196078431372549
"334",0
"335",0.1
"336",0.0529801324503311
"337",0
"338",0.0529801324503311
"339",0.225
"34",0.22680412371134
"340",0.25
"341",0.198581560283688
"342",0.215909090909091
"343",0.16504854368932
"344",0.0618556701030928
"345",0.254237288135593
"346",0.327868852459016
"347",0.746987951807229
"348",0.427184466019417
"349",0.133333333333333
"35",0.25
"350",0.0683760683760684
"351",0.291390728476821
"352",0
"353",0.0763358778625954
"354",0
"355",0.148936170212766
"356",0.105263157894737
"357",0.0746268656716418
"358",0
"359",0.0615384615384615
"36",0.0551181102362205
"360",0.0692307692307692
"361",0.0540540540540541
"362",0.168421052631579
"363",0
"364",0.015748031496063
"365",0
"366",0.702970297029703
"367",0.317647058823529
"368",0.253275109170306
"369",0.109375
"37",0.154761904761905
"370",0.513888888888889
"371",0.0720720720720721
"372",0.20952380952381
"373",0.264150943396226
"374",0.032258064516129
"375",0.275590551181102
"376",0.298507462686567
"377",0.181818181818182
"378",0
"379",0.0609756097560976
"38",0.0769230769230769
"380",0.303030303030303
"381",0
"382",0.135714285714286
"383",0.241379310344828
"384",0
"385",0.127659574468085
"386",0
"387",0.0730337078651685
"388",0.125984251968504
"389",0.186046511627907
"39",0.367647058823529
"390",0
"391",0
"392",0.0909090909090909
"393",0.297520661157025
"394",0.22962962962963
"395",0
"396",0
"397",0.5
"398",0.18452380952381
"399",0.0882352941176471
"4",0.324324324324324
"40",0.193548387096774
"400",0.122448979591837
"401",0.105263157894737
"402",0.0344827586206897
"403",0.116788321167883
"404",0.130841121495327
"405",0.173611111111111
"406",0.233009708737864
"407",0.116788321167883
"408",0.26530612244898
"409",0
"41",0.0659340659340659
"410",0.158878504672897
"411",0
"412",0.0357142857142857
"413",0.146666666666667
"414",0.207547169811321
"415",0.0441988950276243
"416",0.0816326530612245
"417",0.276190476190476
"418",0.105769230769231
"419",0.100719424460432
"42",0.0903225806451613
"420",0.573770491803279
"421",0.16
"422",0.225352112676056
"423",0.214285714285714
"424",0.126126126126126
"425",0.277777777777778
"426",0.154929577464789
"427",0.16
"428",0.248366013071895
"429",0.0776699029126214
"43",0
"430",0.206666666666667
"431",0.29940119760479
"432",0
"433",0.247863247863248
"434",0.0437956204379562
"435",0.416267942583732
"436",0.23943661971831
"437",0.115702479338843
"438",0.287769784172662
"439",0.253164556962025
"44",0
"440",0.015625
"441",0.0857142857142857
"442",0.192307692307692
"443",0.096
"444",0.170731707317073
"445",0.172131147540984
"446",0.180851063829787
"447",0.104477611940299
"448",0.131578947368421
"449",0.531034482758621
"45",0.327868852459016
"450",0.140939597315436
"451",0
"452",0
"453",0.36
"454",0
"455",0.115384615384615
"456",0
"457",0.0776699029126214
"458",0.10062893081761
"459",0.0408163265306122
"46",0
"460",0.221153846153846
"461",0.262295081967213
"462",0.163522012578616
"463",0.0833333333333333
"464",0.0925925925925926
"465",0.122302158273381
"466",0.147368421052632
"467",0.081447963800905
"468",0
"469",0.10126582278481
"47",0
"470",0.136363636363636
"471",0
"472",0.0884955752212389
"473",0.087719298245614
"474",0.348101265822785
"475",0.2265625
"476",0.413793103448276
"477",0.0666666666666667
"478",0.154639175257732
"479",0.267676767676768
"48",0.338983050847458
"480",0.0789473684210526
"481",0.178260869565217
"482",0.0384615384615385
"483",0.0769230769230769
"484",0.0465116279069767
"485",0.139344262295082
"486",0
"487",0.158730158730159
"488",0.0714285714285714
"489",0.520833333333333
"49",0.300699300699301
"490",0.0563380281690141
"491",0.0955414012738854
"492",0.131578947368421
"493",0.267605633802817
"494",0.264150943396226
"495",0.404255319148936
"496",0.202898550724638
"497",0.318181818181818
"498",0.1875
"499",0.328859060402685
"5",0.0839160839160839
"50",0.0697674418604651
"500",0.325301204819277
"501",0.153225806451613
"502",0.181208053691275
"503",0.140350877192982
"504",0.0909090909090909
"505",0.321428571428571
"506",0.241935483870968
"507",0.316129032258064
"508",0
"509",0.147058823529412
"51",0.238461538461538
"510",0.174603174603175
"511",0.133928571428571
"512",0.0923076923076923
"513",0.356521739130435
"514",0.0746268656716418
"515",0.0235294117647059
"516",0.192090395480226
"517",0.24
"518",0.0975609756097561
"519",0.0882352941176471
"52",0.203252032520325
"520",0.0943396226415094
"521",0.217821782178218
"522",0.0413223140495868
"523",0.315217391304348
"524",0.119402985074627
"525",0.236111111111111
"526",0.0676691729323308
"527",0.0133333333333333
"528",0.372549019607843
"529",0.186915887850467
"53",0.303703703703704
"530",0.157142857142857
"531",0.10989010989011
"532",0
"533",0
"534",0
"535",0.163636363636364
"536",0.142011834319527
"537",0.373831775700935
"538",0.411214953271028
"539",0.24390243902439
"54",0.275862068965517
"540",0.194174757281553
"541",0.0833333333333333
"542",0
"543",0.0869565217391304
"544",0.0963855421686747
"545",0
"546",0.192307692307692
"547",0.0394736842105263
"548",0.344827586206897
"549",0.198198198198198
"55",0.372093023255814
"550",0.432926829268293
"551",0.138888888888889
"552",0.354430379746835
"553",0.0985915492957746
"554",0.15748031496063
"555",0
"556",0
"557",0.032967032967033
"558",0.457142857142857
"559",0.0229007633587786
"56",0.158273381294964
"560",0
"561",0.454545454545455
"562",0
"563",0.0625
"564",0.25531914893617
"565",0.05
"566",0.119047619047619
"567",0.0481927710843374
"568",0.192592592592593
"569",0.0789473684210526
"57",0.172185430463576
"570",0.155844155844156
"571",0.0487804878048781
"572",0.240384615384615
"573",0.0714285714285714
"574",0.273809523809524
"575",0.0677966101694915
"576",0
"577",0.125
"578",0.0699300699300699
"579",0.186915887850467
"58",0.25
"580",0.0266666666666667
"581",0
"582",0
"583",0.0864197530864197
"584",0.193548387096774
"585",0
"586",0.0869565217391304
"587",0.299492385786802
"588",0
"589",0.103030303030303
"59",0.103225806451613
"590",0.0467289719626168
"591",0
"592",0.0470588235294118
"593",0.266666666666667
"594",0.207920792079208
"595",0.377358490566038
"596",0.0645161290322581
"597",0
"598",0.0754716981132075
"599",0.0666666666666667
"6",0.217948717948718
"60",0
"600",0.0747663551401869
"601",0.16
"602",0
"603",0.455882352941176
"604",0
"605",0.0427350427350427
"606",0.0851063829787234
"607",0.196078431372549
"608",0.253731343283582
"609",0.0210526315789474
"61",0.207792207792208
"610",0
"611",0.10126582278481
"612",0.215277777777778
"613",0.0983606557377049
"614",0.0608695652173913
"615",0.18
"616",0.233009708737864
"617",0.0277777777777778
"618",0.046875
"619",0.0454545454545455
"62",0.336283185840708
"620",0.166666666666667
"621",0.176470588235294
"622",0.103896103896104
"623",0.374045801526718
"624",0.248275862068966
"625",0.0879120879120879
"626",0.49618320610687
"627",0.152671755725191
"628",0.0970873786407767
"629",0.0895522388059701
"63",0.192982456140351
"630",0
"631",0.362068965517241
"632",0.103092783505155
"633",0.170940170940171
"634",0.0731707317073171
"635",0.459770114942529
"636",0.205357142857143
"637",0.178217821782178
"638",0.344827586206897
"639",0
"64",0.177083333333333
"640",0.297872340425532
"641",0.31055900621118
"642",0.210884353741497
"643",0.0170940170940171
"644",0.197183098591549
"645",0.376237623762376
"646",0
"647",0.269662921348315
"648",0
"649",0.123076923076923
"65",0.0333333333333333
"650",0
"651",0
"652",0.0272108843537415
"653",0.215686274509804
"654",0.0341880341880342
"655",0.201680672268908
"656",0
"657",0.0808080808080808
"658",0.222222222222222
"659",0.0845070422535211
"66",0.197802197802198
"660",0.0647482014388489
"661",0
"662",0.194915254237288
"663",0.112426035502959
"664",0.0256410256410256
"665",0.485714285714286
"666",0
"667",0.180327868852459
"668",0.0348837209302326
"669",0.207407407407407
"67",0
"670",0.027027027027027
"671",0
"672",0
"673",0.260869565217391
"674",0.3625
"675",0.043010752688172
"676",0.315436241610738
"677",0.117647058823529
"678",0.118811881188119
"679",0.490909090909091
"68",0.27906976744186
"680",0.181034482758621
"681",0.126126126126126
"682",0
"683",0.160714285714286
"684",0.178861788617886
"685",0.21
"686",0.206451612903226
"687",0.135922330097087
"688",0.295774647887324
"689",0.194805194805195
"69",0.210526315789474
"690",0
"691",0.0719424460431655
"692",0
"693",0.415492957746479
"694",0.0140845070422535
"695",0
"696",0.707964601769911
"697",0
"698",0.106918238993711
"699",0.161290322580645
"7",0.0579710144927536
"70",0.0476190476190476
"700",0.0353982300884956
"701",0
"702",0.430555555555556
"703",0.574626865671642
"704",0.112244897959184
"705",0.0759493670886076
"706",0.575539568345324
"707",0
"708",0.173076923076923
"709",0.274285714285714
"71",0.483333333333333
"710",0.0432432432432432
"711",0.0884955752212389
"712",0.204545454545455
"713",0.208092485549133
"714",0.489655172413793
"715",0.027027027027027
"716",0.425531914893617
"717",0.062111801242236
"718",0.289719626168224
"719",0.227272727272727
"72",0
"720",0.138613861386139
"721",0.108843537414966
"722",0.228346456692913
"723",0.0625
"724",0
"725",0.0869565217391304
"726",0
"727",0.330578512396694
"728",0
"729",0.157894736842105
"73",0.212765957446809
"730",0
"731",0.161073825503356
"732",0.238805970149254
"733",0.169354838709677
"734",0.0526315789473684
"735",0.198347107438017
"736",0.117647058823529
"737",0.0487804878048781
"738",0.25974025974026
"739",0.295454545454545
"74",0
"740",0.464788732394366
"741",0.153061224489796
"742",0
"743",0.0379746835443038
"744",0.0431654676258993
"745",0.0838323353293413
"746",0.242553191489362
"747",0.484848484848485
"748",0.116129032258065
"749",0.302752293577982
"75",0.114864864864865
"750",0.0606060606060606
"751",0.256880733944954
"752",0.16
"753",0
"754",0.56140350877193
"755",0.0885416666666667
"756",0.192982456140351
"757",0
"758",0.411764705882353
"759",0.0655737704918033
"76",0
"760",0.130434782608696
"761",0.046875
"762",0.104347826086957
"763",0.08
"764",0.318181818181818
"765",0.157894736842105
"766",0
"767",0
"768",0.136363636363636
"769",0.186813186813187
"77",0.265432098765432
"770",0.0701754385964912
"771",0.0285714285714286
"772",0.11214953271028
"773",0.171428571428571
"774",0.028169014084507
"775",0
"776",0.174603174603175
"777",0.0344827586206897
"778",0.20353982300885
"779",0.21978021978022
"78",0
"780",0
"781",0.0350877192982456
"782",0.0843373493975904
"783",0.422222222222222
"784",0.1375
"785",0.139344262295082
"786",0.104651162790698
"787",0.0425531914893617
"788",0.208
"789",0.322033898305085
"79",0.072
"790",0
"791",0
"792",0.0882352941176471
"793",0.277777777777778
"794",0.0774193548387097
"795",0.376923076923077
"796",0.201612903225806
"797",0.0704225352112676
"798",0.0952380952380952
"799",0.122137404580153
"8",0.192307692307692
"80",0.185714285714286
"800",0
"801",0.175
"802",0.254901960784314
"803",0.612244897959184
"804",0.0451127819548872
"805",0.0747663551401869
"806",0.0291970802919708
"807",0.193548387096774
"808",0.129496402877698
"809",0.142857142857143
"81",0.264900662251656
"810",0.157894736842105
"811",0.203007518796992
"812",0.15
"813",0.0814814814814815
"814",0.0425531914893617
"815",0
"816",0.0483870967741935
"817",0.268518518518519
"818",0.0540540540540541
"819",0.179487179487179
"82",0.25
"820",0
"821",0.412698412698413
"822",0
"823",0.283185840707965
"824",0.176470588235294
"825",0.0634920634920635
"826",0
"827",0
"828",0.302083333333333
"829",0.262886597938144
"83",0.271844660194175
"830",0.205357142857143
"831",0.242718446601942
"832",0.1484375
"833",0.21875
"834",0.145695364238411
"835",0.115107913669065
"836",0
"837",0.26
"838",0.145833333333333
"839",0.353383458646617
"84",0.0857142857142857
"840",0.232142857142857
"841",0.0805369127516778
"842",0
"843",0.14
"844",0.394160583941606
"845",0.358381502890173
"846",0.4875
"847",0.191489361702128
"848",0.136752136752137
"849",0.0256410256410256
"85",0.321428571428571
"850",0.201550387596899
"851",0.166666666666667
"852",0.137931034482759
"853",0.403100775193798
"854",0.1
"855",0.321739130434783
"856",0.151898734177215
"857",0.150943396226415
"858",0.0540540540540541
"859",0.2
"86",0.0112359550561798
"860",0.0903954802259887
"861",0.099009900990099
"862",0
"863",0.0444444444444444
"864",0.0892857142857143
"865",0.28099173553719
"866",0
"867",0
"868",0.0707964601769911
"869",0.397959183673469
"87",0.222222222222222
"870",0
"871",0.180451127819549
"872",0
"873",0
"874",0
"875",0.1125
"876",0.32258064516129
"877",0
"878",0.429824561403509
"879",0
"88",0.0410958904109589
"880",0.24
"881",0.392156862745098
"882",0.102803738317757
"883",0.0208333333333333
"884",0.146666666666667
"885",0
"886",0.0666666666666667
"887",0.0506329113924051
"888",0.154471544715447
"889",0.132231404958678
"89",0.325581395348837
"890",0.159420289855072
"891",0.0229885057471264
"892",0
"893",0.0666666666666667
"894",0.0338983050847458
"895",0.108433734939759
"896",0.176470588235294
"897",0.0862068965517241
"898",0.223880597014925
"899",0.155913978494624
"9",0.183206106870229
"90",0.21978021978022
"900",0.257352941176471
"901",0.164948453608247
"902",0.172661870503597
"903",0.118811881188119
"904",0.202247191011236
"905",0.5
"906",0.337209302325581
"907",0.248062015503876
"908",0.516666666666667
"909",0.186991869918699
"91",0.234375
"910",0.196078431372549
"911",0.246268656716418
"912",0.0869565217391304
"913",0.0980392156862745
"914",0.1
"915",0.225806451612903
"916",0.121212121212121
"917",0.12
"918",0.0843373493975904
"919",0.216981132075472
"92",0
"920",0.226086956521739
"921",0.247619047619048
"922",0.137404580152672
"923",0.0388349514563107
"924",0.315789473684211
"925",0.461538461538462
"926",0.0816326530612245
"927",0.0785714285714286
"928",0
"929",0.263157894736842
"93",0
"930",0.0165289256198347
"931",0.235294117647059
"932",0.41025641025641
"933",0.128205128205128
"934",0.191780821917808
"935",0
"936",0
"937",0
"938",0.0597014925373134
"939",0.666666666666667
"94",0.0689655172413793
"940",0
"941",0.504504504504504
"942",0.296551724137931
"943",0.106060606060606
"944",0.171171171171171
"945",0.245398773006135
"946",0.175824175824176
"947",0.273809523809524
"948",0
"949",0.254098360655738
"95",0.626760563380282
"950",0.223076923076923
"951",0
"952",0.354166666666667
"953",0.533333333333333
"954",0.0408163265306122
"955",0.105263157894737
"956",0.120300751879699
"957",0.152866242038217
"958",0.362204724409449
"959",0.141935483870968
"96",0.178082191780822
"960",0.12621359223301
"961",0.373333333333333
"962",0.181818181818182
"963",0.203703703703704
"964",0.213483146067416
"965",0.403669724770642
"966",0.283687943262411
"967",0.161904761904762
"968",0.0606060606060606
"969",0
"97",0.155172413793103
"970",0.575757575757576
"971",0.381679389312977
"972",0.547169811320755
"973",0
"974",0.598513011152416
"975",0.333333333333333
"976",0.270676691729323
"977",0.0378787878787879
"978",0.450867052023121
"979",0.24812030075188
"98",0.133333333333333
"980",0.268292682926829
"981",0
"982",0.0470588235294118
"983",0.294117647058824
"984",0.0919540229885057
"985",0
"986",0
"987",0.0681818181818182
"988",0.188235294117647
"989",0.238095238095238
"99",0.0845070422535211
"990",0.391752577319588
"991",0.0618556701030928
"992",0.238095238095238
"993",0
"994",0.109090909090909
"995",0.131313131313131
"996",0.230263157894737
"997",0.33587786259542
"998",0.19047619047619
"999",0.0656934306569343
