id,pca1,pca2,k_means
1,1.2578174837560778,0.3954950442395915,1
2,0.907920148590732,0.5710958812832325,1
3,1.1862020913961253,0.5094310345172571,1
4,1.6669200302460836,0.14154464099519748,0
5,1.629861826720018,0.6806884670239979,1
6,1.4158721507498637,0.3214087240384569,0
7,0.7275063688108967,0.9019316945272235,1
8,1.1692339445340723,0.5787430624478054,1
9,1.2681383980064087,0.6632782818499096,1
10,1.5962513781922076,0.17424648649982094,0
11,0.7972260914214762,0.6365161219068427,1
12,1.0290969810832333,0.6835491279047875,1
13,0.9906316032594801,0.5500419198454112,1
14,1.3961811044722947,0.4991718014764798,0
15,1.316391720038564,0.6435825173205535,1
16,0.7195376873150706,0.4862061752332053,1
17,0.9851069879688977,0.5619099305241093,1
18,1.7135341349055364,-0.12125012508171189,0
19,1.426306471589192,0.7505720694527738,1
20,1.1968853061984288,0.2998202888641393,0
21,1.2542751747629994,0.7234109686224578,1
22,1.3174294581085144,0.1256476105549012,0
23,1.1451093767207368,0.890352059211835,1
24,1.2816153436793596,0.07972103398205296,0
25,1.2224626568418047,0.14134458555094478,0
26,0.9334623926911336,0.4599859528216561,1
27,1.2295769992021837,0.7163339678218594,1
28,0.7058607312464555,0.4196073597571182,1
29,0.9613583840838127,0.6329791905159639,1
30,1.1478650230612106,0.2347402051229925,0
31,1.0370033465280926,0.5129816486311736,1
32,0.7456696285124638,0.41428652666917887,1
33,1.3037144203614934,0.633846434532366,1
34,0.9196490791156757,0.5408684370312448,1
35,1.1144908987395232,0.6381246381488455,1
36,1.832733690127083,-0.20701549647057735,0
37,0.867582875486411,0.5763980134107547,1
38,1.0918751929836503,0.6503026814708748,1
39,1.278567042339488,0.8725786679911298,1
40,0.9645586415411441,0.5394992661473246,1
41,1.48169673064006,0.39048374439529077,0
42,1.03632588410475,0.7548906837958745,1
43,1.3540666208198626,0.6238075093258604,1
44,1.0879719161617936,0.9054179725959912,1
45,1.0412263877153856,0.7738050841645114,1
46,1.2596307325649905,0.148534648511663,1
47,1.2909810044041876,0.6377477997297758,1
48,1.22273554515706,0.5954664669658929,1
49,1.4547861111215006,0.5027267190874332,1
50,1.3059794599824937,0.7692572839190044,1
51,1.2391401525632428,0.6289558256720054,1
52,1.1186958517483152,0.8399187777504,1
53,0.9681027734118505,0.4655585445952283,1
54,1.721950284015544,0.7471487545189823,0
55,1.2037477935930012,0.4441949492543458,1
56,0.8035616633725611,0.622789853749919,1
57,0.7579407735465074,0.5936839411278735,1
58,0.9924677226314249,0.3912773444265707,1
59,1.7567821635481866,0.5398118284431285,0
60,1.5372696692015775,0.38906372838901526,0
61,1.6118893781807433,0.49062546826767306,0
62,1.2160048553854619,0.47503273161432846,1
63,1.1707653779769873,0.5676610821810415,1
64,1.4633310165630895,0.09860537852771348,0
65,1.3560919188999807,0.4132904729090689,0
66,1.2930316047339327,0.8513727741877701,1
67,0.8364294289585326,0.39871765520869695,1
68,1.477875347388966,0.4241717700419645,1
69,0.9656013270992756,0.5731610831434953,1
70,1.6753424413467441,0.15028166829328538,0
71,1.7745607653227324,0.047492899312105374,0
72,0.6978179277122157,-0.06179956014151805,1
73,0.8393771456068675,0.6624225413616756,1
74,1.1358771088701238,-0.03909794941277295,0
75,1.3222321257460452,0.38616461339985775,0
76,0.9510138635607558,0.5002361017143373,1
77,1.372778003795653,0.7533738690924736,1
78,0.44094337405220413,0.38427837975144247,1
79,0.9814766828941717,0.37747244620189147,1
80,1.2609049617750212,0.6661011809359756,1
81,1.3653992784128612,0.545611822734224,1
82,1.2432701433289641,0.39807571148894394,1
83,1.070316887696169,0.6081999833968494,1
84,1.021189044109182,0.5720713339916013,1
85,1.2061125247765014,1.0395804125894768,1
86,1.5173800497907142,0.6752647577208187,1
87,1.1593343907839306,0.4741113458501638,1
88,0.9243631017079139,0.35127459188983395,1
89,0.8582988968393638,0.35551106610454636,1
90,1.0235772553130007,0.3920422652664577,1
91,1.0392927821796618,0.4875454166620326,1
92,1.2160150240965626,0.5036744090131241,1
93,0.8237386080616702,0.8257418372780669,1
94,1.212429611265441,0.9172945820194411,1
95,1.7213185241844347,0.32420175032341914,0
96,1.5588595468865516,-0.04104681195699458,0
97,0.8593256950312052,0.3269470846526448,1
98,1.117630652802322,0.11854749390727463,0
99,1.5291811141899831,0.8534471365988796,1
100,0.9971571392837542,0.17275117079957542,1
101,0.9426266682265385,0.7491831908529137,1
102,1.1289584851990213,0.079220603444353,0
103,1.2495599670732447,0.29106285052295405,0
104,0.331389903355006,0.4308705923483455,1
105,0.9986667191635847,0.5451919062059781,1
106,1.4050510556569384,0.44870848106519845,1
107,0.71249093456086,0.11471146501376778,1
108,0.6866284281635521,0.31033001072601496,1
109,1.236832652762972,0.6856679354737752,1
110,1.2625936525274832,0.32372592872763295,0
111,0.8152869502341271,0.8276189141792984,1
112,0.7236725119640883,0.2942004000940893,1
113,1.259571937733385,0.6400835594283679,1
114,0.9212440398630646,0.709819378392256,1
115,0.844978626168807,0.8047447042723914,1
116,1.534674657373178,0.16675410013636616,0
117,1.4590650571228887,0.7199191042725235,1
118,0.6911695344763052,0.6907246711402545,1
119,0.8393191385965659,0.4465231124495065,1
120,1.3854750980580341,0.9037937413060773,1
121,0.9223852678456679,0.5245217639158122,1
122,1.2386357114192046,0.4570624644159872,1
123,1.1607314286633472,0.620993905041654,1
124,1.3876644404848326,-0.008916430316871282,0
125,1.957635602917105,0.07483114935750773,0
126,1.5334632641017352,-0.008885556794320904,0
127,1.0809846829258993,0.009287783120134424,0
128,0.9007557169834564,0.2128671510236765,1
129,1.1496547376360708,0.5118944575821963,1
130,1.0272618892005745,0.6230862200623494,1
131,1.2594350340292748,0.5707961192298133,1
132,0.8548002896482978,-0.0492420215674372,0
133,1.6206214026095007,0.6516898036289284,0
134,1.2658009440177826,0.24457250488579996,0
135,0.8259763193439109,0.2910378795084467,1
136,0.9031738166028962,0.6678716549316985,1
137,0.9103308756527362,0.5656370837232018,1
138,0.8148170983015222,0.757218108078257,1
139,1.7159058493604675,0.8856040448668963,1
140,1.184757643741458,0.5811968260157268,1
141,1.234887705320079,0.5262529668706224,1
142,1.0271481926009338,0.9938003572505602,1
143,1.574587099204832,0.8700648514198391,1
144,1.2014862729907794,0.8187771696408014,1
145,0.8338349692847569,0.28112077999946905,1
